date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-06-24,RJ,Niterói,city,5694,184,False,515317,3303302,1104.95093,0.0323
2020-06-23,RJ,Niterói,city,5540,179,False,515317,3303302,1075.06642,0.0323
2020-06-22,RJ,Niterói,city,5426,176,False,515317,3303302,1052.94411,0.0324
2020-06-21,RJ,Niterói,city,5370,175,False,515317,3303302,1042.07701,0.0326
2020-06-20,RJ,Niterói,city,5347,175,False,515317,3303302,1037.61374,0.0327
2020-06-19,RJ,Niterói,city,5219,172,False,515317,3303302,1012.77466,0.033
2020-06-18,RJ,Niterói,city,4843,170,False,515317,3303302,939.80986,0.0351
2020-06-17,RJ,Niterói,city,4839,166,False,515317,3303302,939.03364,0.0343
2020-06-16,RJ,Niterói,city,4719,155,False,515317,3303302,915.74701,0.0328
2020-06-15,RJ,Niterói,city,4671,146,False,515317,3303302,906.43235,0.0313
2020-06-14,RJ,Niterói,city,4572,146,False,515317,3303302,887.22088,0.0319
2020-06-13,RJ,Niterói,city,4515,146,False,515317,3303302,876.15972,0.0323
2020-06-12,RJ,Niterói,city,4413,144,False,515317,3303302,856.36608,0.0326
2020-06-11,RJ,Niterói,city,4285,143,False,515317,3303302,831.527,0.0334
2020-06-10,RJ,Niterói,city,4288,135,False,515317,3303302,832.10917,0.0315
2020-06-09,RJ,Niterói,city,4327,134,False,515317,3303302,839.67732,0.031
2020-06-08,RJ,Niterói,city,4186,126,False,515317,3303302,812.31553,0.0301
2020-06-07,RJ,Niterói,city,3915,126,False,515317,3303302,759.72654,0.0322
2020-06-06,RJ,Niterói,city,3586,126,False,515317,3303302,695.88234,0.0351
2020-06-05,RJ,Niterói,city,3506,127,False,515317,3303302,680.35792,0.0362
2020-06-04,RJ,Niterói,city,3447,127,False,515317,3303302,668.90865,0.0368
2020-06-03,RJ,Niterói,city,3357,122,False,515317,3303302,651.44367,0.0363
2020-06-02,RJ,Niterói,city,3252,113,False,515317,3303302,631.06787,0.0347
2020-06-01,RJ,Niterói,city,3086,104,False,515317,3303302,598.85469,0.0337
2020-05-31,RJ,Niterói,city,3065,104,False,515317,3303302,594.77952,0.0339
2020-05-30,RJ,Niterói,city,3050,104,False,515317,3303302,591.86869,0.0341
2020-05-29,RJ,Niterói,city,2747,102,False,515317,3303302,533.06994,0.0371
2020-05-28,RJ,Niterói,city,2293,99,False,515317,3303302,444.96883,0.0432
2020-05-27,RJ,Niterói,city,1692,92,False,515317,3303302,328.34158,0.0544
2020-05-26,RJ,Niterói,city,1692,92,False,515317,3303302,328.34158,0.0544
2020-05-25,RJ,Niterói,city,2041,89,False,515317,3303302,396.06689,0.0436
2020-05-24,RJ,Niterói,city,1983,89,False,515317,3303302,384.81168,0.0449
2020-05-23,RJ,Niterói,city,1983,89,False,515317,3303302,384.81168,0.0449
2020-05-22,RJ,Niterói,city,1982,88,False,515317,3303302,384.61762,0.0444
2020-05-21,RJ,Niterói,city,1968,65,False,515317,3303302,381.90085,0.033
2020-05-20,RJ,Niterói,city,1968,65,False,515317,3303302,381.90085,0.033
2020-05-19,RJ,Niterói,city,1968,65,False,515317,3303302,381.90085,0.033
2020-05-18,RJ,Niterói,city,1968,65,False,515317,3303302,381.90085,0.033
2020-05-17,RJ,Niterói,city,1188,65,False,515317,3303302,230.53771,0.0547
2020-05-16,RJ,Niterói,city,1188,65,False,515317,3303302,230.53771,0.0547
2020-05-15,RJ,Niterói,city,790,56,False,515317,3303302,153.30369,0.0709
2020-05-14,RJ,Niterói,city,779,45,False,515317,3303302,151.16909,0.0578
2020-05-13,RJ,Niterói,city,779,45,False,515317,3303302,151.16909,0.0578
2020-05-12,RJ,Niterói,city,779,45,False,515317,3303302,151.16909,0.0578
2020-05-11,RJ,Niterói,city,779,45,False,515317,3303302,151.16909,0.0578
2020-05-10,RJ,Niterói,city,756,43,False,515317,3303302,146.70581,0.0569
2020-05-09,RJ,Niterói,city,629,39,False,515317,3303302,122.06079,0.062
2020-05-08,RJ,Niterói,city,630,40,False,515317,3303302,122.25485,0.0635
2020-05-07,RJ,Niterói,city,524,35,False,515317,3303302,101.68498,0.0668
2020-05-06,RJ,Niterói,city,500,33,False,515317,3303302,97.02765,0.066
2020-05-05,RJ,Niterói,city,458,31,False,515317,3303302,88.87733,0.0677
2020-05-04,RJ,Niterói,city,436,27,False,515317,3303302,84.60812,0.0619
2020-05-03,RJ,Niterói,city,422,27,False,515317,3303302,81.89134,0.064
2020-05-02,RJ,Niterói,city,410,26,False,515317,3303302,79.56268,0.0634
2020-05-01,RJ,Niterói,city,406,26,False,515317,3303302,78.78646,0.064
2020-04-30,RJ,Niterói,city,344,25,False,515317,3303302,66.75503,0.0727
2020-04-29,RJ,Niterói,city,282,20,False,515317,3303302,54.7236,0.0709
2020-04-28,RJ,Niterói,city,282,20,False,515317,3303302,54.7236,0.0709
2020-04-27,RJ,Niterói,city,266,20,False,515317,3303302,51.61871,0.0752
2020-04-26,RJ,Niterói,city,260,19,False,515317,3303302,50.45438,0.0731
2020-04-25,RJ,Niterói,city,254,17,False,515317,3303302,49.29005,0.0669
2020-04-24,RJ,Niterói,city,249,17,False,515317,3303302,48.31977,0.0683
2020-04-23,RJ,Niterói,city,239,16,False,515317,3303302,46.37922,0.0669
2020-04-22,RJ,Niterói,city,239,16,False,515317,3303302,46.37922,0.0669
2020-04-21,RJ,Niterói,city,233,16,False,515317,3303302,45.21489,0.0687
2020-04-20,RJ,Niterói,city,214,16,False,515317,3303302,41.52784,0.0748
2020-04-19,RJ,Niterói,city,212,14,False,515317,3303302,41.13973,0.066
2020-04-18,RJ,Niterói,city,199,14,False,515317,3303302,38.61701,0.0704
2020-04-17,RJ,Niterói,city,185,14,False,515317,3303302,35.90023,0.0757
2020-04-16,RJ,Niterói,city,167,11,False,515317,3303302,32.40724,0.0659
2020-04-15,RJ,Niterói,city,167,11,False,515317,3303302,32.40724,0.0659
2020-04-14,RJ,Niterói,city,148,10,False,515317,3303302,28.72019,0.0676
2020-04-13,RJ,Niterói,city,124,7,False,515317,3303302,24.06286,0.0565
2020-04-12,RJ,Niterói,city,120,6,False,515317,3303302,23.28664,0.05
2020-04-11,RJ,Niterói,city,120,6,False,515317,3303302,23.28664,0.05
2020-04-10,RJ,Niterói,city,117,5,False,515317,3303302,22.70447,0.0427
2020-04-09,RJ,Niterói,city,117,5,False,515317,3303302,22.70447,0.0427
2020-04-08,RJ,Niterói,city,106,2,False,515317,3303302,20.56986,0.0189
2020-04-07,RJ,Niterói,city,94,2,False,515317,3303302,18.2412,0.0213
2020-04-06,RJ,Niterói,city,92,2,False,515317,3303302,17.85309,0.0217
2020-04-05,RJ,Niterói,city,87,2,False,515317,3303302,16.88281,0.023
2020-04-04,RJ,Niterói,city,79,2,False,515317,3303302,15.33037,0.0253
2020-04-03,RJ,Niterói,city,65,1,False,515317,3303302,12.6136,0.0154
2020-04-02,RJ,Niterói,city,63,1,False,515317,3303302,12.22548,0.0159
2020-04-01,RJ,Niterói,city,62,1,False,515317,3303302,12.03143,0.0161
2020-03-31,RJ,Niterói,city,57,1,False,515317,3303302,11.06115,0.0175
2020-03-30,RJ,Niterói,city,47,1,False,515317,3303302,9.1206,0.0213
2020-03-29,RJ,Niterói,city,39,1,False,515317,3303302,7.56816,0.0256
2020-03-28,RJ,Niterói,city,37,1,False,515317,3303302,7.18005,0.027
2020-03-27,RJ,Niterói,city,36,1,False,515317,3303302,6.98599,0.0278
2020-03-26,RJ,Niterói,city,31,1,False,515317,3303302,6.01571,0.0323
2020-03-25,RJ,Niterói,city,19,1,False,515317,3303302,3.68705,0.0526
2020-03-24,RJ,Niterói,city,12,1,False,515317,3303302,2.32866,0.0833
2020-03-23,RJ,Niterói,city,10,1,False,515317,3303302,1.94055,0.1
2020-03-22,RJ,Niterói,city,10,1,False,515317,3303302,1.94055,0.1
2020-03-21,RJ,Niterói,city,10,1,False,515317,3303302,1.94055,0.1
2020-03-19,RJ,Niterói,city,7,1,False,515317,3303302,1.35839,0.1429
2020-03-18,RJ,Niterói,city,6,0,False,515317,3303302,1.16433,0.0
2020-03-16,RJ,Niterói,city,1,0,False,515317,3303302,0.19406,0.0
2020-03-15,RJ,Niterói,city,1,0,False,515317,3303302,0.19406,0.0
2020-03-12,RJ,Niterói,city,1,0,False,515317,3303302,0.19406,0.0
